offer_id,article,name,storefront_url,recommended_Виробник
3129730108,v0383,"Набор стеклянных банок для хранения, 2 шт. Home Centre",https://vixi.prom.ua/p3129730108.html,No Name
3129739063,v0385,Настольный органайзер с 2 выдвижными ящиками RISEMART,https://vixi.prom.ua/p3129739063.html,No Name
3129760765,v0386,Настольный органайзер с 2-мя выдвижными ящиками,https://vixi.prom.ua/p3129760765.html,No Name
3129761077,v0387,Плед Brooke 130x170 см розовый,https://vixi.prom.ua/p3129761077.html,No Name
3129761564,v0388,Стеклянная бутылка для воды с бамбуковой крышкой,https://vixi.prom.ua/p3129761564.html,No Name
3130749139,v0390,"Набор светодиодных клипс фонариков Walfos, 6 шт Walfos",https://vixi.prom.ua/p3130749139.html,No Name
3130777878,v0391,Набор мисок для закусок Snack Bowl Snack Bowl,https://vixi.prom.ua/p3130777878.html,No Name
3131117156,v0392,"Меланиновая миска с принтом тигра ""Feel the Summer"" None",https://vixi.prom.ua/p3131117156.html,No Name
3136122266,v0398,Подвесная корзина под полку металлическая,https://vixi.prom.ua/p3136122266.html,No Name
3136244830,v0408,"Опори для рослин Garden Touch 40 см, 50 шт Garden Touch",https://vixi.prom.ua/p3136244830.html,No Name
3136343922,v0413,Солнцезащитные очки зеленые прямоугольные,https://vixi.prom.ua/p3136343922.html,No Name
3136343923,v0414,Музична шкатулка-карусель «Ракета» Home Accents Decorations,https://vixi.prom.ua/p3136343923.html,No Name
3136343924,v0415,"Набор столовых вилок с блестящими ручками, 4 шт Home Choice",https://vixi.prom.ua/p3136343924.html,No Name
3137480984,v0423,"Бумажные подставки под напитки круглые 107 мм, 50 шт",https://vixi.prom.ua/p3137480984.html,No Name
3137480985,v0424,Набір склянок для віскі 3 шт 260 мл,https://vixi.prom.ua/p3137480985.html,No Name
3137498533,v0425,Керамічна скарбничка «Космонавт / ракета» Servi Consumer,https://vixi.prom.ua/p3137498533.html,No Name
3137498534,v0426,Светодиодная мемориальная свеча для улицы,https://vixi.prom.ua/p3137498534.html,No Name
3137498535,v0427,"Настольный органайзер Avec, 3-х секционный Avec",https://vixi.prom.ua/p3137498535.html,No Name
3137702772,v0430,"Пазл напольный Toy Universe «Дорога», 24 элемента Toy Universe",https://vixi.prom.ua/p3137702772.html,No Name
3138858092,v0454,Плоская швабра с одноразовыми салфетками W5 W5,https://vixi.prom.ua/p3138858092.html,No Name
3138858094,v0456,Кругла решітка для барбекю Grill Meister 44 см Grill Meister,https://vixi.prom.ua/p3138858094.html,No Name
3138858095,v0457,Лоток для столових приборів LIVARNO home LIVARNO home,https://vixi.prom.ua/p3138858095.html,No Name
3139680797,v0488,Умные напольные весы Silvergear Smart Scale with Body Analysis App Silvergear,https://vixi.prom.ua/p3139680797.html,No Name
3139680800,v0491,"Влажные одноразовые салфетки для мытья твердых полов W5, 60 шт W5",https://vixi.prom.ua/p3139680800.html,No Name
3140901626,v0528,"Прищепки для белья W5, 100 шт W5",https://vixi.prom.ua/p3140901626.html,No Name
3140901627,v0529,Бамбукова чайна коробка SilverCrest,https://vixi.prom.ua/p3140901627.html,No Name
3140971474,v0540,Щетка-выпрямитель для волос Rita Ora RHC 29 2-в-1 Rita Ora,https://vixi.prom.ua/p3140971474.html,No Name
3140971476,v0542,Одноразовые сухие салфетки для уборки пола W5 100 шт W5,https://vixi.prom.ua/p3140971476.html,No Name
3142538050,v0567,"Настенное дизайнерское зеркало Bouclé Arch в текстильной раме BA-58, белое",https://vixi.prom.ua/p3142538050.html,No Name
3142538054,v0571,"Набор кухонных ножей для хлеба, овощей и фруктов, 6 шт. LL-06",https://vixi.prom.ua/p3142538054.html,No Name
3143113162,v0600,"Портативный беспроводной аккумуляторный компрессор для авто, мотоцикла, ATV и велосипеда",https://vixi.prom.ua/p3143113162.html,No Name
3144405563,v0627,"Круглые вощёные шнурки из хлопка 75 см, 4 пары (2 чёрные + 2 коричневые), Gipo Gipo",https://vixi.prom.ua/p3144405563.html,No Name
3144405577,v0641,"Дождевик-пончо унисекс прозрачный, размер универсальный",https://vixi.prom.ua/p3144405577.html,No Name
3144405594,v0658,"Недельный органайзер для лекарств, 4 отделения на день, белый",https://vixi.prom.ua/p3144405594.html,No Name
